fecha,dolar_blue,dolar_oficial,valor,rsi,day_of_week,is_end_of_month,brecha
2017-06-14,16.51,15.872,16.51,69.52920696983277,2,0,0.04019657258064527
2017-06-15,16.49,15.98,16.49,67.3044120915379,3,0,0.03191489361702115
2017-06-16,16.53,16.04,16.53,69.41246659715422,4,0,0.030548628428927808
2017-06-19,16.64,16.15,16.64,74.31660286586555,0,0,0.030340557275541923
2017-06-21,16.7,16.215,16.7,76.5272773026106,2,0,0.029910576626580292
2017-06-22,16.53,16.145,16.53,60.6091239821535,3,0,0.02384639207184897
2017-06-23,16.56,16.179,16.56,62.10705494544512,4,0,0.023549045058409063
2017-06-26,16.67,16.32,16.67,67.05417708070917,0,1,0.021446078431372636
2017-06-27,16.72,16.395,16.72,69.03320762490829,1,1,0.019823116803903588
2017-06-28,16.67,16.45,16.67,64.83878952222236,2,1,0.013373860182370969
2017-06-29,16.71,16.5,16.71,66.58780381644428,3,1,0.01272727272727278
2017-06-30,16.84,16.601,16.84,71.5422794384155,4,1,0.014396723088970591
2017-07-03,16.84,16.85,16.84,71.54227943841549,0,0,-0.0005934718100891134
2017-07-04,16.96,16.85,16.96,75.4409109396783,1,0,0.006528189910979194
2017-07-05,17.21,17.14,17.21,81.21482960474034,2,0,0.004084014002333739
2017-07-06,17.25,17.08,17.25,81.94619081374162,3,0,0.009953161592505956
2017-07-07,17.2,16.98,17.2,77.8652958437971,4,0,0.012956419316843278
2017-07-10,17.3,16.995,17.3,80.00949486848799,0,0,0.017946454839658704
2017-07-11,17.42,17.001,17.42,82.23360648786505,1,0,0.02464560908181874
2017-07-12,17.5,16.949,17.5,83.54777449044623,2,0,0.03250929258363315
2017-07-13,17.6,16.95,17.6,85.03763794542004,3,0,0.03834808259587033
2017-07-14,17.57,16.85,17.57,82.62042356697279,4,0,0.042729970326409426
2017-07-17,17.72,16.93,17.72,84.92741697211306,0,0,0.04666272888363846
2017-07-18,17.84,17.12,17.84,86.47424921703407,1,0,0.04205607476635507
2017-07-19,17.82,17.15,17.82,84.91020561033591,2,0,0.03906705539358611
2017-07-20,17.84,17.22,17.84,85.1985106002374,3,0,0.03600464576074338
2017-07-21,17.96,17.42,17.96,86.82501385880492,4,0,0.030998851894374232
2017-07-24,18.05,17.43,18.05,87.89904099801731,0,0,0.03557085484796334
2017-07-25,18.14,17.48,18.14,88.87565763465115,1,0,0.037757437070938225
2017-07-26,18.27,17.5,18.27,90.11645940713498,2,1,0.04399999999999998
2017-07-27,18.42,17.64,18.42,91.31956108929006,3,1,0.044217687074829995
2017-07-28,18.43,17.8,18.43,91.39476594722191,4,1,0.03539325842696624
2017-07-31,18.09,17.64,18.09,69.38430825967373,0,1,0.025510204081632612
2017-08-01,18.09,17.584,18.09,69.38430825967373,1,0,0.02877616014558691
2017-08-02,18.26,17.6,18.26,73.1359291361729,2,0,0.037500000000000006
2017-08-03,18.18,17.67,18.18,68.859655737545,3,0,0.028862478777589018
2017-08-04,18.15,17.67,18.15,67.27118324661177,4,0,0.027164685908319004
2017-08-07,18.19,17.701,18.19,68.3205233463355,0,0,0.027625557878086026
2017-08-08,18.4,17.723,18.4,73.18188755348267,1,0,0.038198950516278266
2017-08-09,18.41,17.7,18.41,73.391284076619,2,0,0.04011299435028254
2017-08-10,18.48,17.705,18.48,74.87042362694022,3,0,0.04377294549562283
2017-08-11,18.48,17.71,18.48,74.87042362694022,4,0,0.04347826086956519
2017-08-14,18.1,17.135,18.1,55.46049635424705,0,0,0.056317478844470366
2017-08-15,18.15,17.065,18.15,57.038696778886795,1,0,0.06358042777614985
2017-08-16,18.3,17.21,18.3,61.45164262232443,2,0,0.06333527019174898
2017-08-17,18.35,17.36,18.35,62.82250757382122,3,0,0.05702764976958537
2017-08-18,18.3,17.272,18.3,60.505289932486434,4,0,0.05951829550717939
2017-08-22,18.32,17.21,18.32,61.12300601833224,1,0,0.06449738524113884
2017-08-23,18.3,17.23,18.3,60.110528908193395,2,0,0.0621009866511898
2017-08-24,18.26,17.21,18.26,58.03980990387066,3,0,0.06101104009296924
2017-08-25,18.28,17.22,18.28,58.80396363944363,4,0,0.06155632984901291
2017-08-28,18.31,17.23,18.31,59.98125169196715,0,1,0.06268136970400454
2017-08-29,18.29,17.399,18.29,58.77533898675002,1,1,0.05120983964595656
2017-08-30,18.26,17.4,18.26,56.926534299608605,2,1,0.04942528735632201
2017-08-31,18.26,17.31,18.26,56.926534299608605,3,1,0.05488157134604292
2017-09-01,18.15,17.2,18.15,50.2102499951394,4,0,0.05523255813953484
2017-09-04,18.1,17.2,18.1,47.46877461268967,0,0,0.052325581395348965
2017-09-05,17.99,17.24,17.99,42.03157812924087,1,0,0.043503480278422275
2017-09-06,17.95,17.215,17.95,40.22715527929377,2,0,0.04269532384548356
2017-09-07,17.83,17.195,17.83,35.327342078917155,3,0,0.03692933992439651
2017-09-08,17.88,17.2,17.88,38.67887695577343,4,0,0.03953488372093022
2017-09-11,17.94,17.15,17.94,42.52786276787603,0,0,0.046064139941691125
2017-09-12,17.88,17.07,17.88,39.83516555950693,1,0,0.047451669595781995
2017-09-13,17.85,17.07,17.85,38.52183041811621,2,0,0.045694200351493915
2017-09-14,17.86,16.99,17.86,39.24092091580302,3,0,0.051206592113007716
2017-09-15,17.84,16.975,17.84,38.2766236781197,4,0,0.05095729013254777
2017-09-18,17.92,17.12,17.92,44.18498999198522,0,0,0.04672897196261686
2017-09-19,17.95,17.14,17.95,46.26235273521851,1,0,0.04725787631271871
2017-09-20,17.97,17.195,17.97,47.66091210061326,2,0,0.04507124164001155
2017-09-21,17.95,17.27,17.95,46.361507238160115,3,0,0.039374638100752736
2017-09-22,17.95,17.301,17.95,46.361507238160115,4,0,0.037512282527021615
2017-09-25,17.97,17.525,17.97,48.00553306221925,0,0,0.025392296718972914
2017-09-26,18.05,17.58,18.05,54.06976016728021,1,1,0.026734926052332336
2017-09-27,17.99,17.56,17.99,49.414747623752916,2,1,0.024487471526195886
2017-09-28,17.97,17.48,17.97,47.93336330235778,3,1,0.02803203661327222
2017-09-29,17.91,17.33,17.91,43.70077311709,4,1,0.03346797461050213
2017-10-02,17.96,17.405,17.96,47.83461774202356,0,0,0.031887388681413366
2017-10-03,17.9,17.415,17.9,43.68899566276871,1,0,0.027849554981337895
2017-10-04,17.82,17.357,17.82,38.85389635731572,2,0,0.026675116667626952
2017-10-05,17.8,17.405,17.8,37.72970199220073,3,0,0.022694627980465357
2017-10-06,17.78,17.445,17.78,36.589586080847276,4,0,0.019203210088850724
2017-10-09,17.87,17.445,17.87,44.689337478400674,0,0,0.024362281456004626
2017-10-10,17.86,17.425,17.86,44.01656316011588,1,0,0.024964131994261046
2017-10-11,17.85,17.418,17.85,43.31432930066159,2,0,0.024801929038925374
2017-10-12,17.89,17.415,17.89,46.95950039103735,3,0,0.027275337352856817
2017-10-13,17.9,17.344,17.9,47.862156618886985,4,0,0.03205719557195557
2017-10-17,18.02,17.33,18.02,57.26154374902774,1,0,0.03981534910559731
2017-10-18,18.05,17.345,18.05,59.23990828634824,2,0,0.04064571922744318
2017-10-19,17.98,17.46,17.98,53.06720794035662,3,0,0.02978235967926687
2017-10-20,18.01,17.42,18.01,55.22071296678707,4,0,0.033869115958668185
2017-10-23,18.07,17.415,18.07,59.24817318553192,0,0,0.0376112546655183
2017-10-24,18.14,17.5,18.14,63.38566124230119,1,0,0.0365714285714286
2017-10-25,18.1,17.49,18.1,59.65825399994079,2,0,0.03487707261292184
2017-10-26,18.08,17.66,18.08,57.82719379210855,3,1,0.023782559456398535
2017-10-27,18.12,17.625,18.12,60.442234854207136,4,1,0.02808510638297878
2017-10-30,18.15,17.7,18.15,62.32892248337139,0,1,0.025423728813559282
2017-10-31,18.1,17.66,18.1,57.41397060886676,1,1,0.02491506228765579
2017-11-01,18.03,17.61,18.03,51.31336606018822,2,0,0.023850085178875737
2017-11-02,18.03,17.52,18.03,51.31336606018822,3,0,0.02910958904109598
2017-11-03,18.01,17.64,18.01,49.568110702233845,4,0,0.02097505668934246
2017-11-07,18.0,17.65,18.0,48.676646690528756,1,0,0.01983002832861198
2017-11-08,17.9,17.52,17.9,40.77861908013719,2,0,0.02168949771689492
2017-11-09,17.95,17.515,17.95,45.5369499988763,3,0,0.024835854981444402
2017-11-10,17.98,17.496,17.98,48.22496946370232,4,0,0.027663465935070977
2017-11-13,18.08,17.5,18.08,56.01742802159918,0,0,0.03314285714285704
2017-11-14,18.07,17.495,18.07,55.12395956129674,1,0,0.032866533295227165
2017-11-15,18.06,17.5,18.06,54.19309878705167,2,0,0.031999999999999924
2017-11-16,18.06,17.484,18.06,54.19309878705167,3,0,0.032944406314344366
2017-11-17,18.09,17.483,18.09,56.73507178710241,4,0,0.03471944174340784
2017-11-21,18.12,17.49,18.12,59.17486136435382,1,0,0.03602058319039466
2017-11-22,18.14,17.43,18.14,60.76341193007866,2,0,0.0407343660355709
2017-11-23,18.1,17.43,18.1,56.064712607906344,3,0,0.03843947217441203
2017-11-24,18.07,17.35,18.07,52.7689215723821,4,0,0.04149855907780973
2017-11-27,18.11,17.323,18.11,56.44536483535023,0,1,0.045430929977486524
2017-11-28,18.14,17.38,18.14,59.0216862095866,1,1,0.04372842347525901
2017-11-29,18.12,17.43,18.12,56.617278719977314,2,1,0.039586919104991465
2017-11-30,17.96,17.301,17.96,41.90858443630386,3,1,0.0380902837986245
2017-12-01,18.01,17.23,18.01,46.5791614331805,4,0,0.04526987811955897
2017-12-04,18.07,17.355,18.07,51.60726981623039,0,0,0.041198501872659166
2017-12-05,17.96,17.29,17.96,43.5198900502744,1,0,0.03875072296124938
2017-12-06,17.95,17.255,17.95,42.862286295922125,2,0,0.04027818023761231
2017-12-07,17.88,17.28,17.88,38.47915260604806,3,0,0.0347222222222221
2017-12-11,17.93,17.237,17.93,42.96560315577851,0,0,0.040204211869815015
2017-12-12,17.95,17.345,17.95,44.70271995757172,1,0,0.034880368982415706
2017-12-13,17.93,17.28,17.93,43.283026845814454,2,0,0.03761574074074066
2017-12-14,17.96,17.45,17.96,46.05074535270084,3,0,0.029226361031518714
2017-12-15,18.09,17.515,18.09,56.05763443229797,4,0,0.032829003711104726
2017-12-18,18.25,17.572,18.25,64.72908378684994,0,0,0.0385841110858184
2017-12-19,18.16,17.7,18.16,57.81753978541916,1,0,0.025988700564971802
2017-12-20,18.06,17.76,18.06,51.26728610896567,2,0,0.01689189189189173
2017-12-21,18.09,17.935,18.09,52.9880172477712,3,0,0.008642319487036585
2017-12-22,18.3,18.07,18.3,62.87100644669156,4,0,0.012728278915329298
2017-12-26,18.9,18.335,18.9,77.45439170448111,1,1,0.030815380419961697
2017-12-27,19.05,18.436,19.05,79.61052635271547,2,1,0.03330440442612285
2017-12-28,19.27,19.2,19.27,82.2862461492009,3,1,0.003645833333333348
2017-12-29,19.28,18.649,19.28,82.39931065721524,4,1,0.03383559440184462
2018-01-02,19.25,18.41,19.25,80.73444011992632,1,0,0.04562737642585551
2018-01-03,19.29,18.445,19.29,81.27761719246874,2,0,0.04581187313635125
2018-01-04,19.41,18.63,19.41,82.84064496118471,3,0,0.04186795491143323
2018-01-05,19.45,18.903,19.45,83.33992695381234,4,0,0.028937205734539524
2018-01-08,19.58,19.03,19.58,84.8797536798908,0,0,0.028901734104046093
2018-01-09,19.54,18.94,19.54,82.35743990087528,1,0,0.03167898627243917
2018-01-10,19.32,18.62,19.32,70.03111970908449,2,0,0.03759398496240598
2018-01-11,19.41,18.71,19.41,71.88496603816277,3,0,0.03741314804917153
2018-01-12,19.54,18.69,19.54,74.35286615661046,4,0,0.04547886570358469
2018-01-15,19.61,18.69,19.61,75.59510547881507,0,0,0.049224184055644625
2018-01-16,19.6,18.9,19.6,75.03596293526559,1,0,0.03703703703703719
2018-01-17,19.62,18.85,19.62,75.42742901592473,2,0,0.04084880636604772
2018-01-18,19.64,18.87,19.64,75.8355056369165,3,0,0.04080551139374666
2018-01-19,19.69,18.995,19.69,76.86968839213314,4,0,0.03658857594103713
2018-01-22,19.8,19.146,19.8,78.99912329910127,0,0,0.03415857098088373
2018-01-23,19.88,19.335,19.88,80.41154703945739,1,0,0.02818722523920342
2018-01-24,20.03,19.68,20.03,82.75367256022189,2,0,0.017784552845528528
2018-01-25,19.96,19.56,19.96,78.06288168310394,3,0,0.020449897750511356
2018-01-26,19.98,19.57,19.98,78.43893178258284,4,1,0.020950434338272872
2018-01-29,20.03,19.58,20.03,79.3901196305482,0,1,0.02298263534218605
2018-01-30,20.04,19.635,20.04,79.58410948919826,1,1,0.02062643239113815
2018-01-31,19.95,19.65,19.95,72.93074384105958,2,1,0.015267175572519122
2018-02-01,19.93,19.38,19.93,71.50022168557415,3,0,0.028379772961816343
2018-02-02,19.92,19.5,19.92,70.75294206843007,4,0,0.021538461538461624
2018-02-05,19.92,19.47,19.92,70.75294206843007,0,0,0.023112480739599532
2018-02-06,19.89,19.56,19.89,68.27038786290323,1,0,0.016871165644171876
2018-02-07,19.85,19.695,19.85,64.99575476028019,2,0,0.007870017771007928
2018-02-08,19.93,19.97,19.93,68.2734447662427,3,0,-0.0020030045067600975
2018-02-09,20.23,19.98,20.23,76.97886647329767,4,0,0.012512512512512512
2018-02-14,19.96,19.9,19.96,60.80736717453975,2,0,0.0030150753768845365
2018-02-15,19.86,19.66,19.86,56.10615151672315,3,0,0.010172939979654084
2018-02-16,19.91,19.76,19.91,57.8604308718882,4,0,0.0075910931174088345
2018-02-19,20.23,19.76,20.23,66.96129722262992,0,0,0.023785425101214515
2018-02-20,20.16,19.85,20.16,63.71941543991963,1,0,0.015617128463476005
2018-02-21,20.11,19.925,20.11,61.43159592031813,2,0,0.009284818067754013
2018-02-22,20.07,19.95,20.07,59.58833877272581,3,0,0.006015037593985012
2018-02-23,20.1,19.98,20.1,60.54453546378151,4,0,0.006006006006006055
2018-02-26,20.37,20.19,20.37,67.90499836127606,0,1,0.008915304606240699
2018-02-27,20.28,20.28,20.28,63.64301140210155,1,1,0.0
2018-02-28,20.27,20.11,20.27,63.16860143036294,2,1,0.007956240676280465
2018-03-01,20.28,20.151,20.28,63.46191593653717,3,0,0.006401667411046664
2018-03-02,20.4,20.29,20.4,66.87136924645893,4,0,0.0054213898472153495
2018-03-05,20.28,20.22,20.28,60.76507537725991,0,0,0.0029673590504452163
2018-03-06,20.43,20.34,20.43,65.05999591471424,1,0,0.00442477876106194
2018-03-07,20.5,20.41,20.5,66.88195439062818,2,0,0.004409603135717779
2018-03-08,20.51,20.36,20.51,67.14552483010056,3,0,0.007367387033398926
2018-03-09,20.61,20.24,20.61,69.73909826643302,4,0,0.018280632411067244
2018-03-12,20.69,20.2,20.69,71.66611220292633,0,0,0.024257425742574355
2018-03-13,20.67,20.22,20.67,70.45813476095327,1,0,0.02225519287833842
2018-03-14,20.77,20.24,20.77,72.91628229642295,2,0,0.0261857707509882
2018-03-15,20.82,20.345,20.82,74.07772511219856,3,0,0.02334725976898508
2018-03-16,20.89,20.19,20.89,75.65194892195383,4,0,0.0346706290242694
2018-03-19,20.92,20.2,20.92,76.31578411720214,0,0,0.035643564356435765
2018-03-20,20.97,20.265,20.97,77.42072609927288,1,0,0.03478904515173937
2018-03-21,20.98,20.27,20.98,77.64535361150892,2,0,0.03502713369511598
2018-03-22,20.9,20.225,20.9,71.51578961260527,3,0,0.03337453646477118
2018-03-23,20.94,20.19,20.94,72.67722128276426,4,0,0.03714710252600297
2018-03-26,20.88,20.19,20.88,68.18603703664087,0,1,0.03417533432392262
2018-03-27,20.76,20.168,20.76,60.176552941192924,1,1,0.02935343117810404
2018-03-28,20.76,20.149,20.76,60.176552941192924,2,1,0.030324085562558965
2018-04-03,20.82,20.18,20.82,62.71617409437203,1,0,0.031714568880079314
2018-04-04,20.6,20.18,20.6,50.10008695479222,2,0,0.020812685827552118
2018-04-05,20.38,20.2,20.38,41.179205477970974,3,0,0.008910891089108898
2018-04-06,20.64,20.18,20.64,52.04657167659167,4,0,0.02279484638255703
2018-04-09,20.51,20.19,20.51,47.33732129500881,0,0,0.015849430411094614
2018-04-10,20.4,20.164,20.4,43.73162391160241,1,0,0.011704026978773908
2018-04-11,20.44,20.168,20.44,45.36143355039046,2,0,0.013486711622372175
2018-04-12,20.48,20.21,20.48,47.014219158766124,3,0,0.013359722909450745
2018-04-13,20.47,20.22,20.47,46.63442477128422,4,0,0.012363996043521267
2018-04-16,20.48,20.22,20.48,47.094684846637435,0,0,0.012858555885262194
2018-04-17,20.61,20.181,20.61,52.7945231312613,1,0,0.02125761855210339
2018-04-18,20.63,20.135,20.63,53.622357070621156,2,0,0.02458405761112478
2018-04-19,20.55,20.16,20.55,49.85606891078032,3,0,0.019345238095238124
2018-04-20,20.58,20.19,20.58,51.23917235960702,4,0,0.019316493313521397
2018-04-23,20.57,20.26,20.57,50.736803377961444,0,0,0.01530108588351425
2018-04-24,20.59,20.26,20.59,51.755588059610496,1,0,0.0162882527147087
2018-04-25,20.56,20.252,20.56,50.08248896734645,2,0,0.01520837448153268
2018-04-26,20.68,20.55,20.68,56.184054480490694,3,1,0.006326034063260292
2018-04-27,20.88,20.535,20.88,64.06739806908006,4,1,0.01680058436815188
2018-05-02,21.1,21.2,21.1,70.38038685569674,2,0,-0.004716981132075371
2018-05-03,21.55,23.0,21.55,78.64497138188568,3,0,-0.06304347826086953
2018-05-04,21.7,21.8,21.7,80.58920478469477,4,0,-0.004587155963302818
2018-05-07,22.0,21.969,22.0,83.77150511858437,0,0,0.0014110792480312624
2018-05-08,22.7,22.4,22.7,88.50643893403948,1,0,0.013392857142857175
2018-05-09,23.15,22.73,23.15,90.43790795566946,2,0,0.018477782666079988
2018-05-10,23.3,22.71,23.3,90.98192252421136,3,0,0.025979744605900478
2018-05-11,24.25,23.26,24.25,93.50300549675516,4,0,0.04256233877901971
2018-05-14,26.8,24.99,26.8,96.40676282847072,0,0,0.07242897158863555
2018-05-15,24.8,24.05,24.8,69.98652384282458,1,0,0.031185031185031183
2018-05-16,25.0,24.29,25.0,70.84691982147336,2,0,0.02923013585837797
2018-05-17,25.2,24.32,25.2,71.71998446446814,3,0,0.03618421052631575
2018-05-18,25.4,24.43,25.4,72.6035542586412,4,0,0.03970528039295943
2018-05-21,25.4,24.389,25.4,72.6035542586412,0,0,0.04145311410881952
2018-05-22,25.4,24.32,25.4,72.6035542586412,1,0,0.044407894736842035
2018-05-23,25.4,24.475,25.4,72.6035542586412,2,0,0.037793667007150034
2018-05-24,25.55,24.6,25.55,73.44065658381872,3,0,0.038617886178861756
2018-05-28,25.85,24.6,25.85,75.08062735677973,0,1,0.0508130081300813
2018-05-29,25.85,24.84,25.85,75.08062735677973,1,1,0.0406602254428342
2018-05-30,25.9,24.93,25.9,75.37454198858973,2,1,0.038908945046129115
2018-05-31,25.97,24.96,25.97,75.80479715001384,3,1,0.04046474358974351
2018-06-01,26.0,24.98,26.0,75.99834610869401,4,0,0.04083266613290631
2018-06-04,26.0,24.97,26.0,75.99834610869401,0,0,0.04124949939927918
2018-06-05,25.9,24.96,25.9,73.71859857744259,1,0,0.03766025641025632
2018-06-06,25.55,24.9,25.55,66.23016196849217,2,0,0.02610441767068282
2018-06-07,25.55,24.985,25.55,66.23016196849217,3,0,0.022613568140884582
2018-06-08,25.8,25.31,25.8,68.8513303533375,4,0,0.01935993678387997
2018-06-11,26.1,26.0,26.1,71.69093214928276,0,0,0.003846153846153901
2018-06-12,26.3,25.75,26.3,73.42994885531789,1,0,0.0213592233009709
2018-06-13,26.6,26.001,26.6,75.82854394213975,2,0,0.023037575477866244
2018-06-14,27.9,27.7,27.9,82.99318361064168,3,0,0.007220216606498169
2018-06-15,28.1,28.1,28.1,83.7892791573907,4,0,0.0
2018-06-18,28.15,27.58,28.15,83.99103683444545,0,0,0.020667150108774485
2018-06-19,28.35,27.78,28.35,84.80565555085782,1,0,0.020518358531317504
2018-06-21,28.0,27.5,28.0,77.38455680463413,3,0,0.01818181818181818
2018-06-22,27.95,27.01,27.95,76.35659590266455,4,0,0.034801925212884034
2018-06-25,27.95,27.07,27.95,76.35659590266455,0,0,0.032508311784262986
2018-06-26,28.0,27.1,28.0,76.7153211276637,1,1,0.03321033210332098
2018-06-27,27.95,27.44,27.95,75.48198931891216,2,1,0.018586005830903717
2018-06-28,28.15,28.12,28.15,77.06997652529839,3,1,0.0010668563300141388
2018-06-29,28.95,28.85,28.95,82.07193302011295,4,1,0.003466204506065784
2018-07-02,28.95,28.3,28.95,82.07193302011295,0,0,0.022968197879858605
2018-07-03,29.0,27.8,29.0,82.35099775155105,1,0,0.043165467625899255
2018-07-04,28.95,27.8,28.95,80.99329334008559,2,0,0.041366906474820095
2018-07-05,28.9,28.05,28.9,79.58034314228928,3,0,0.030303030303030228
2018-07-06,28.9,27.9,28.9,79.58034314228928,4,0,0.03584229390681004
2018-07-10,28.5,27.37,28.5,68.49397006427745,1,0,0.04128607964925097
2018-07-11,28.43,27.39,28.43,66.74168963278255,2,0,0.037970062066447575
2018-07-12,28.45,27.23,28.45,67.00144399298688,3,0,0.04480352552331983
2018-07-13,28.68,27.21,28.68,69.91177115003717,4,0,0.054024255788313075
2018-07-16,28.85,27.36,28.85,71.8854809742204,0,0,0.05445906432748546
2018-07-17,28.8,27.55,28.8,70.42228480030532,1,0,0.045372050816696916
2018-07-18,28.65,27.598,28.65,66.07700579477896,2,0,0.038118704253931435
2018-07-19,28.65,27.75,28.65,66.07700579477896,3,0,0.03243243243243238
2018-07-20,28.75,27.58,28.75,67.62169045699613,4,0,0.04242204496011609
2018-07-23,28.67,27.62,28.67,65.06902090368077,0,0,0.03801593048515571
2018-07-24,28.6,27.48,28.6,62.83392828933782,1,0,0.04075691411935957
2018-07-25,28.6,27.39,28.6,62.83392828933782,2,0,0.044176706827309266
2018-07-26,28.55,27.41,28.55,61.0954415183546,3,1,0.04159066034294055
2018-07-27,28.6,27.325,28.6,62.221111381787026,4,1,0.0466605672461117
2018-07-30,28.4,27.255,28.4,55.32538998154893,0,1,0.04201064024949549
2018-07-31,28.25,27.41,28.25,50.7799093576013,1,1,0.03064574972637723
2018-08-01,28.2,27.525,28.2,49.325162979799806,2,0,0.024523160762942805
2018-08-02,28.15,27.45,28.15,47.84893866029395,3,0,0.02550091074681236
2018-08-03,28.05,27.29,28.05,44.95132172139701,4,0,0.02784902894833278
2018-08-06,28.1,27.33,28.1,46.68966197376567,0,0,0.028174167581412484
2018-08-07,27.75,27.395,27.75,37.71221822974183,1,0,0.012958569081949277
2018-08-08,27.8,27.65,27.8,39.50183807071252,2,0,0.005424954792043477
2018-08-09,27.95,28.11,27.95,44.640564657397825,3,0,-0.0056919245819992935
2018-08-10,29.0,29.25,29.0,66.250801230296,4,0,-0.008547008547008548
2018-08-13,29.7,29.925,29.7,73.63879542194245,0,0,-0.00751879699248125
2018-08-14,29.3,29.61,29.3,64.89640225084817,1,0,-0.010469436001350852
2018-08-15,29.8,30.0,29.8,69.73345864199354,2,0,-0.006666666666666643
2018-08-16,29.65,29.8,29.65,66.76137693588407,3,0,-0.0050335570469799374
2018-08-17,29.9,29.85,29.9,69.12339145800205,4,0,0.0016750418760468058
2018-08-21,30.35,30.0,30.35,72.8617319523263,1,0,0.011666666666666714
2018-08-22,30.75,30.25,30.75,75.68036463485913,2,0,0.01652892561983471
2018-08-23,31.0,30.49,31.0,77.2693945045254,3,0,0.01672679567071176
2018-08-24,31.65,30.9,31.65,80.78481720933473,4,0,0.024271844660194174
2018-08-27,32.45,30.97,32.45,84.05362781722131,0,1,0.04778818211172115
2018-08-28,33.3,31.35,33.3,86.6518682919418,1,1,0.0622009569377989
2018-08-29,34.15,33.8,34.15,88.64442722792305,2,1,0.010355029585798859
2018-08-30,40.0,37.6,40.0,94.60901503860111,3,1,0.0638297872340425
2018-08-31,37.5,36.85,37.5,76.19096351596613,4,1,0.01763907734056984
2018-09-03,38.0,36.85,38.0,77.14910375544531,0,0,0.031207598371777435
2018-09-04,38.5,38.88,38.5,78.09828692273365,1,0,-0.009773662551440394
2018-09-05,38.5,38.4,38.5,78.09828692273365,2,0,0.002604166666666704
2018-09-06,36.75,37.35,36.75,66.83004962529431,3,0,-0.016064257028112486
2018-09-07,36.5,36.99,36.5,65.37881325861794,4,0,-0.01324682346580162
2018-09-10,37.25,37.38,37.25,67.64850394841403,0,0,-0.0034777956126271414
2018-09-11,38.5,37.941,38.5,71.05446543775247,1,0,0.014733401860783781
2018-09-12,38.0,38.25,38.0,67.97185149154757,2,0,-0.006535947712418301
2018-09-13,38.75,39.55,38.75,70.06943211168853,3,0,-0.02022756005056883
2018-09-14,39.0,39.86,39.0,70.75693286476489,4,0,-0.021575514300050162
2018-09-17,40.0,39.53,40.0,73.38992186999485,0,0,0.011889704022261544
2018-09-18,39.75,39.731,39.75,71.65298082291683,1,0,0.0004782160026175619
2018-09-19,39.0,39.21,39.0,66.56331211000679,2,0,-0.0053557765876052245
2018-09-20,38.75,38.2,38.75,64.90823407460337,3,0,0.014397905759162229
2018-09-21,38.25,37.15,38.25,61.60878900312694,4,0,0.029609690444145395
2018-09-24,38.25,37.3,38.25,61.60878900312694,0,0,0.02546916890080437
2018-09-25,38.25,38.1,38.25,61.60878900312694,1,0,0.003937007874015711
2018-09-26,38.25,38.51,38.25,61.60878900312694,2,1,-0.006751493118670424
2018-09-27,38.5,39.7,38.5,62.87785133184036,3,1,-0.030226700251889237
2018-09-28,39.75,41.25,39.75,68.48698494882962,4,1,-0.03636363636363636
2018-10-01,38.5,39.55,38.5,58.90226631752541,0,0,-0.02654867256637161
2018-10-02,38.5,38.1,38.5,58.90226631752541,1,0,0.010498687664041956
2018-10-03,38.5,37.69,38.5,58.90226631752542,2,0,0.021491111700716433
2018-10-04,38.0,38.3,38.0,55.053096153570515,3,0,-0.007832898172323686
2018-10-05,38.0,37.84,38.0,55.053096153570515,4,0,0.004228329809725068
2018-10-08,37.75,37.84,37.75,53.043063665197806,0,0,-0.0023784355179704915
2018-10-09,37.5,37.12,37.5,51.03634906226673,1,0,0.01023706896551731
2018-10-10,37.5,37.25,37.5,51.03634906226673,2,0,0.006711409395973154
2018-10-11,37.5,36.57,37.5,51.03634906226673,3,0,0.025430680885972102
2018-10-12,37.75,36.75,37.75,53.24554414517441,4,0,0.027210884353741496
2018-10-16,37.0,36.0,37.0,46.471433551347104,1,0,0.027777777777777776
2018-10-17,37.0,36.18,37.0,46.471433551347104,2,0,0.022664455500276404
2018-10-18,37.25,36.65,37.25,48.980726658954076,3,0,0.016371077762619413
2018-10-19,37.0,36.54,37.0,46.62683535471873,4,0,0.012588943623426406
2018-10-22,36.5,36.46,36.5,42.25326485374533,0,0,0.0010970927043334928
2018-10-23,37.0,36.59,37.0,47.55135283026087,1,0,0.01120524733533743
2018-10-24,37.0,37.0,37.0,47.55135283026087,2,0,0.0
2018-10-25,36.75,36.79,36.75,45.1493022699945,3,0,-0.0010872519706441736
2018-10-26,36.75,36.84,36.75,45.1493022699945,4,1,-0.002442996742671102
2018-10-29,36.5,36.9,36.5,42.650603978616495,0,1,-0.010840108401083973
2018-10-30,36.0,36.715,36.0,38.10810527549632,1,1,-0.019474329293204504
2018-10-31,35.75,35.95,35.75,36.041186574028245,2,1,-0.00556328233657866
2018-11-01,35.5,35.67,35.5,34.05218249373159,3,0,-0.004765909728062846
2018-11-02,35.5,35.49,35.5,34.05218249373159,4,0,0.00028176951253868724
2018-11-05,35.25,35.65,35.25,32.00381572642101,0,0,-0.011220196353436145
2018-11-06,35.25,35.65,35.25,32.00381572642101,1,0,-0.011220196353436145
2018-11-07,35.0,35.67,35.0,29.916703182013364,2,0,-0.018783291281188722
2018-11-08,34.75,35.5,34.75,27.95350112331478,3,0,-0.02112676056338028
2018-11-09,34.75,35.38,34.75,27.95350112331478,4,0,-0.017806670435274237
